filename,report_number,commodity,type,heading_sequence
Parivid Impex Cherry Fruits AWB No. 065-44156464.pdf,UNKNOWN,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
Parivid Impex Cherry Fruits AWB No. 075-6665734.pdf,UNKNOWN,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
10) M-10-2026 Anusaya Fersh (Phulimex Import Export Co Ltd) Dragon Container No. SEGU9618051.pdf,M-10-2026,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-10-2025 Gajumal Mulchand - Dragon Container # FSCU5792023 & FSCU5794290.pdf,M-10-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → PARAGRAPH 2.2
M-110-2025 Anusaya Fresh Dragon Container No. OTPU6033229.pdf,M-110-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-119-2025 Anusaya Fresh - Dragon Container No. OTPU6258040 (Bangalore QC).pdf,M-119-2025,DRAGON,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-120-2025 Anusaya Fresh - Dragon Container No. TEMU9554966 (Bangalore QC).pdf,M-120-2025,DRAGON,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-130-2025 Gajumal Mulchand - Dragon Container No. MORU1114999.pdf,M-130-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS FOR 29 SEPTEMBER 2025:
M-130-2026 Gajumal Mulchand (Nhat Viet Import Export) Dragon # OOLU6273801.pdf,M-130-2026,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-158-2025 Anusaya Fresh Dragon Container No. IAAU8689499.pdf,M-158-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-159-2025 Anusaya Fresh Dragon Container No. FSCU5812290.pdf,M-159-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-161-2025 Anusaya Fresh Dragon Container No. FSCU5773450.pdf,M-161-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-165-2025 Anusaya Fresh Dragon Container No. IAAU8681950  Chennai.pdf,M-165-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-165-2025 Anusaya Fresh Dragon Container Nos. IAAU8681950 & OTPU6032731 Chennai.pdf,M-165-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-229-2025 Apex Royal International Dragon Container No. SEGU9818430 - (2nd Visit).pdf,M-229-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS
M-229-2025 Apex Royal International Dragon Container No. SEGU9818430.pdf,M-229-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS 1 to 154:
M-26-2026 Anusaya Fersh (Phulimex Import Export Co Ltd) Dragon Container No. TEMU9291140.pdf,M-26-2026,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-267-2025 Anusaya Fresh Dragon Container No. OTPU6254066 - Chennai.pdf,M-267-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-268-2025 Anusaya Fresh Dragon Container No. SEGU9752585 (PM Cold Storage).pdf,M-268-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-50-2025 Shri Balaji Fruits Dragon Fruits Container No. FSCU5829544.pdf,M-50-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-52-2025 Gajumal Mulchand - Chennai Dragon Container No. TCLU1368119.pdf,M-52-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-6-2026 Anusaya Fersh (Phulimex Import Export Co Ltd) Dragon Container No. OTPU6848854.pdf,M-6-2026,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,M-64-24B,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → PHOTOS TAKEN DURING THE SURVEY:
M-7-2026 Anusaya Fersh (Phulimex Import Export Co Ltd) Dragon Container No. SEGU9762027.pdf,M-7-2026,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,M-80-2025,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,M-82-24B,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-9-2026 Anusaya Fersh (Phulimex Import Export Co Ltd) Dragon Container No. IAAU8681760.pdf,M-9-2026,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND: → SURVEY PHOTOGRAPHS:
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,M-93-24B,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,MCAPL-008-24B,DRAGON,SURVEY,PARTICULARS → Note: → Photos taken during the survey:
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,MCAPL-013-24B,DRAGON,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → PHOTOS TAKEN DURING THE SURVEY:
"M-100-2025 Gajumal Mulchand Grapes Container No. SEGU9909490 (IG, Hosur, Bangalore).pdf",M-100-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-101-2025 Gajumal Mulchand Grapes Container No. BEAU9712533- Chennai.pdf,M-101-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-104-2025 Gajumal Mulchand Grapes Container No. SEGU9945521 (CHENNAI) (Revised).pdf,M-104-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-105-2025 Gajumal Mulchand Grapes Container No. SEGU9755054 (Chennai) - Revised.pdf,M-105-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-107-2025 Gajumal Mulchand Grapes Container No. SEGU9808766 (Chennai).pdf,M-107-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-122-2025 Pawanai Ventures - Grapes Container No. IAAU8691177.pdf,M-122-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-148-2025 AG International - Grapes Container No. SKRU9201648.pdf,M-148-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-157-2025 Gajumal Mulchand Grapes Container No. OOLU6286183.pdf,M-157-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-173-2025 Gajumal Mulchand Grapes Container No. OTPU6606399.pdf,M-173-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-182-2025 Gajumal Mulchand Grapes Container No. SZLU9748260.pdf,M-182-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-183-2025 Yunnan Lantuo grapes Container No. FBIU5008126.pdf,M-183-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS
M-185-2025 Gyan Fruit Grapes Container No. IAAU8688234.pdf,M-185-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-186-2025 Gajumal Mulchand Grapes Container No. IAAU8684990 & SZLU9726527.pdf,M-186-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-189-2025 Fresh Fruit Alliances Grapes Container No. IAAU8680526.pdf,M-189-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-190-2025 Gajumal Grapes Container No. HALU9000888.pdf,M-190-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-200-2025 Sunmoon International Grapes Air Shipment.pdf,M-200-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,M-201-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-226-2025 NGK Trading Grapes Container No. OTPU6033018.pdf,M-226-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-247-2025 Gyan Fruit Company Grapes Container No. FBIU5092841.pdf,M-247-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-34-2026 Gyan Fruit (SK Gyan Fruit SPA) Grapes Container No. OTPU6739920.pdf,M-34-2026,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-43-2025 NGK Trading - Grapes Container No. SEKU9335288.pdf,M-43-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-55-24B Aayush Impex - Grapes Container No. TCLU1024263.pdf,M-55-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-56-2026 Gajumal Mulchand (Shaanxi Fofan Int) Grapes Container No. SZLU9727816.pdf,M-56-2026,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS (FIRST VISIT)
M-72-24B Gajumal Mulchand - Grapes Container No. IAAU8698422.pdf,M-72-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-73-2026 Gajumal Mulchand (Exportadora Agroqore SPA) Grapes Container No. SEKU9067591.pdf,M-73-2026,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-74-2025 Gajumal Mulchand Grapes Container No. SZLU9456890.pdf,M-74-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-74-2026 AG International (Exportadora Agroqore SPA) Grapes Container No. SEKU9065515.pdf,M-74-2026,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-75-2025 Gajumal Mulchand Grapes Container No. IAAU8690437.pdf,M-75-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-76-2025 Gajumal Mulchand Grapes Container (Nos. EMCU5522638 & EMCU5633539).pdf,M-76-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-77-2025 Gajumal Mulchand Grapes Container Nos. EGSU5055825 & EMCU5556638.pdf,M-77-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-79-2025 Gajumal Mulchand Grapes Container No. SZLU9709448.pdf,M-79-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-81-2025 Gajumal Mulchand Grapes Container No. SZLU9384872 (Bangalore).pdf,M-81-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-88-2025 Gajumal Mulchand Grapes Container No. FBIU5566745.pdf,M-88-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-92-2025 Gajumal Mulchand Grapes Container No. EMCU5423390 - (Delhi).pdf,M-92-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-93-2025 Gajumal Mulchand Grapes Container No. FBIU5324124.pdf,M-93-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-94-2025 Gajumal Mulchand Grapes Container No. FBIU5395133.pdf,M-94-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-95-2025 Gajumal Mulchand Grapes Container No. OTPU6622527 - CHENNAI.pdf,M-95-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-96-2025 Gajumal Mulchand Grapes Container No. EMCU5621780 (Chennai).pdf,M-96-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-98-2025 Gajumal Mulchand Grapes Container No. FBIU5367337 - (Delhi).pdf,M-98-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
"M-99-2025 Gajumal Mulchand Grapes Container No. SZLU6032775 (IG, Electronic City, Bangalore).pdf",M-99-2025,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-016-24B HGS International - 1 Container (Grapes) - Revised.pdf,MCAPL-016-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-028-24B RB Impex - SEGU9950580  (Grapes).pdf,MCAPL-028-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf,MCAPL-33-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → Condition found of Container No. OTPU6222304 & Cargo: → SURVEY PHOTOGRAPHS:
MCAPL-34-24B HGS International - CXRU1634330 - Grapes Destuffing).pdf,MCAPL-34-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-35-24B RB Impex - (EMCU5384708  - Grapes).pdf,MCAPL-35-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1
MCAPL-36-24B RB Impex - (EMCU5554358 - Grapes).pdf,MCAPL-36-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE:
MCAPL-39-24B RB Impex - FBIU5381443 - Grapes).pdf,MCAPL-39-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-40-24B RB Impex - SEGU9822337 - Grapes).pdf,MCAPL-40-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE:
MCAPL-41-24B Gajumal Mulchand -  EMCU5573620 & EMCU5465158- Grapes) 3 visits only.pdf,MCAPL-41-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-41-24B Gajumal Mulchand -  EMCU5573620 & EMCU5465158- Grapes).pdf,MCAPL-41-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-49-24B IFC International - TSTU8504829 - Grapes.pdf,MCAPL-49-24B,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
RK Global Grapes Container No. OTPU6035453.pdf,UNKNOWN,GRAPE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-102-2026 NGK Trading (Agrofruta S.A. Chile) Kiwi # OTPU6766015.pdf,M-102-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-105-2026 RGS Exim - Hero Tejaraj Arad (Hero Trading Co.) Kiwi # ORIU4110016.pdf,M-105-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-105-2026 RGS Exim - Hero Tejaraj Arad (Hero Trading Co.) Kiwi # QRIU4110016.pdf,M-105-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-106-2026 RGS Exim - Hero Tejaraj Arad (Hero Trading Co.) Kiwi # MYRU4513673.pdf,M-106-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-106-24B Aayush Impex (Kiwi Container No. CGMU5307712) - Destuffing.pdf,M-106-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1
M-107-2026 RGS Exim - Hero Tejaraj Arad (Hero Trading Co.) Kiwi # ALLU4500974.pdf,M-107-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-107-24B HGS International - Kiwi Container No. FSCU5350588 - Destuffing.pdf,M-107-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-111-24B Gyan Fruit Company Kiwi Container No. SZLU9443430.pdf,M-111-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-118-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # OTPU6467082.pdf,M-118-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-119-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # YMLU5448630.pdf,M-119-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-120-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # YMLU5511270.pdf,M-120-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-120-24B Nexgen Fruit Fresh Kiwi Container No. OOLU6522910.pdf,M-120-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-121-2026 Gyan Fruit (SK Gyan Fruit SPA) Kiwi # YMLU5492530.pdf,M-121-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf,M-124-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf,M-125-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf,M-126-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-127-25B Nexgen Fruit Fresh Kiwi Container No. TTNU8675797 - QC Inspection Report.pdf,M-127-25B,KIWI,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF KIWI FRUITS: → QC INSPECTION PHOTOGRAPHS:
M-132-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # OTPU6475133.pdf,M-132-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-133-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # YMLU5902085.pdf,M-133-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
