filename,report_number,commodity,type,heading_sequence
M-34-2025 Reliance Retails Pear - Container No. SEGU9654531.pdf,M-34-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-41-2026 NGK Fruits (GF Marketing Pty.Ltd) Pear Container No. OTPU6259113.pdf,M-41-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-42-2026 NGK Fruits (GF Marketing Pty.Ltd) Pear Container No. CAIU5672463.pdf,M-42-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-46-2026 Fresh Fruit Alliances (Fruitways Marketing (Pty) Ltd) Pear Fruit Container No. ONEU9214226.pdf,M-46-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
"M-57-24B Reliance Retail Ltd - (3 x Pear Container Nos. MNBU4179388, MNBU00470374 & MNBU0363289).pdf",M-57-24B,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-59-24B NGK Trading - (Pear Container No. MNBU0563780.pdf,M-59-24B,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-60-24B NGK Trading - (Pear Container No. MNBU0381889.pdf,M-60-24B,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-61-24B NGK Trading - Pear Container No. MNBU3640432.pdf,M-61-24B,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-66-2025 Reliance Retail Ltd - Pear Container No. MNBU3921358.pdf,M-66-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-75-2026 Reliance Retail Ltd (Capespan South Africa (PTY) Ltd) Pear Container No. FSCU5735569.pdf,M-75-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-80-2026 NGK Trading (TYT Export SA) Pear Container No. PCIU6143360.pdf,M-80-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-85-2025 Reliance Retail - Pear Container No. MNBU3542842.pdf,M-85-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-90-2025 Reliance Retail - Pear Container No. MNBU3550072.pdf,M-90-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
MCAPL-019-24B RB Impex (Apple & Pear)  Typos Revised.pdf,MCAPL-019-24B,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1
MCAPL-37-24B Reliance Retail Ltd - (MNBU3410050 - Pear).pdf,MCAPL-37-24B,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-102-2025 Pawanai Ventures - Plum Container No. SEGU 9979141.doc,M-102-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS: → PARAGRAPH 3 → PARAGRAPH 4 → PARAGRAPH 5
M-102-2025 Pawanai Ventures - Plum Container No. SEGU 9979141.pdf,M-102-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-102-2025 Pawanai Ventures - Plum Container No. SEGU9979141.pdf,M-102-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-104-24B Parivid Impex International - Fresh Plums Container No. TEMU9834550.pdf,M-104-24B,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-112-2025 Gajumal Mulchand Plum Container No. OOLU6501305 - (Bangalore).pdf,M-112-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-115-2026 Gajumal Mulchand (Fruitceo) Plums # OTPU6901500 & SEGU9749405 Bangalore.pdf,M-115-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-117-2026 Gajumal Mulchand (Qinglan Fruits) Plums # EMCU5982546.pdf,M-117-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-136-2026 Gajumal Mulchand (Qinglan Fruits) # Plum SZLU9756645 - Tamil Nadu.pdf,M-136-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-138-2026 SSB Overseas (Qinglan Fruits) # Plum EMCU5986270.pdf,M-138-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-139-2026 SSB Overseas - (Qinglan Fruits) # Plum EMCU5558630.pdf,M-139-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-140-2026 SSB Overseas - (Qinglan Fruits) # Plum EMCU5985530.pdf,M-140-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-141-2026 Gajumal Mulchand (Qinglan Fruits) # Plum EMCU5656581.pdf,M-141-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-143-2026 Gajumal Mulchand (Qinglan Fruits) # Plum FSCU5968072 - Tamil Nadu.pdf,M-143-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-144-2026 Gajumal Mulchand (Qinglan Fruits) # Plum TSTU8523120 & TSTU8535326 - Tamil Nadu.pdf,M-144-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-184-2025 Yunnan Lantuo Plum Container No. FBIU5605857.pdf,M-184-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS
M-205-2025 Anusaya Fresh Plum Container No. ONEU9274415.pdf,M-205-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-21-2026 NGK Trading (Freshness First (Pty) Ltd Plum Container No. MNBU3926278.pdf,M-21-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-214-2025 Fresh Fruit Alliances Plum Cointainer No. ONEU9426755.pdf,M-214-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-243-2025 Fresh Fruit Alliances Plum Cointainer No. CGMU5387446.pdf,M-243-2025,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-32-2026 NGK Trading (Exportadora Del Sur S.A) Plum Container No. YMLU5489665.pdf,M-32-2026,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-80-24B NGK Trading - Plum Container No. SUDU8178301.pdf,M-80-24B,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-85-24B NGK Trading - Plum Container No. MNBU9176587.pdf,M-85-24B,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-92-24B NGK Trading - Plum Container No. MNBU3907180.pdf,M-92-24B,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-31-24B Gajumal Mulchand - (TEMU9322699 - Plum).pdf,MCAPL-31-24B,PLUM,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1
