filename,row_preview,computed_total,stated_total,difference
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,36 | 7 | 809 | 378 | 302 | 129,1496,129,1367
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,Percentage % |  | (100%) | (46.72%) | (37.33%) | (15.95%),84.05,15.95,68.10
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,39 | 5 | 649 | 325 | 281 | 43,1260,43,1217
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,Percentage % |  | (100%) | (50.08%) | (43.30%) | (06.62%),93.38,6.62,86.76
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,42 | 3 | 424 | 200 | 208 | 16,835,16,819
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,Percentage % |  | (100%) | (47.17%) | (49.06%) | (03.77%),96.23,3.77,92.46
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,"Total 15 Boxes |  | 1,882 (100%) | 903 (47.98%) | 791 (42.03%) | 188 (09.99%)",3576,188,3388
M-103-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # TRIU8495465.pdf,Percentage |  |  | 1 |  | ,99.49,0.51,98.98
M-103-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # TRIU8495465.pdf,10 Boxes Percentage |  |  |  |  | ,96.33,3.67,92.66
M-111-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # TRIU8495465.pdf,8 Boxes Percentage |  |  |  |  | ,42.19,65.81,23.62
M-88-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # CGMU5533387.pdf,10 Boxes Percentage |  |  |  |  | ,93.38,6.62,86.76
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf, |  | 1. | Soft Citrus | Nadorcott | 2,3,728,725
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf, |  | 2. | Soft Citrus | Nadorcott | 3,5,416,411
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf, |  | 3. | Soft Citrus | Nadorcott | 4,7,936,929
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf,1 | 2 (Citrus) | 7 | 402 | 290 | 43,803,794,9
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf,2 | 3 (Citrus) | 5 | 267 | 297 | 71,677,669,8
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf,3 | 4 (Citrus) | 9 | 481 | 493 | 489,1522,1509,13
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf, |  | 1. | Soft Citrus | Nadorcott | 2,3,416,413
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf, |  | 2. | Soft Citrus | Nadorcott | 3,5,1352,1347
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf, |  | 3. | Soft Citrus | Nadorcott | 4,7,312,305
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf,1 | 2 (Citrus) | 5 | 226 | 262 | 39,595,588,7
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf,2 | 3 (Citrus) | 11 | 391 | 878 | 76,1458,1444,14
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf,3 | 4 (Citrus) | 5 | 213 | 432 | 103,820,811,9
M-114-2026 RK & Co. (International Fruit Pty. Ltd) Orange # SZLU5058040.pdf, | 1. |  | 72 Count (8 Boxes) |  | ,7450,72,7378
M-114-2026 RK & Co. (International Fruit Pty. Ltd) Orange # SZLU5058040.pdf, | 9. |  | 88 Count (9 Boxes) |  | ,7629,90,7539
M-114-2026 RK & Co. (International Fruit Pty. Ltd) Orange # SZLU5058040.pdf,18. |  |  | 105 Count (6 Boxes) |  | D-6650,7811,105,7706
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf, | 100 |  | 8 Boxes (Telescope) |  | ,103,5,98
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf, | 100 |  |  |  | ,98,2,96
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf, | 100 |  |  |  | ,97,3,94
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf, | 100 |  |  |  | ,98,2,96
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf, | 100 |  |  |  | ,97,3,94
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf, | 100 |  |  |  | ,99,1,98
M-124-24B Gajumal Mulchand # CGMU5244975 & SZLU9191282 - Orange.pdf, | 100 |  | 12 (Telescope) |  | ,111,1,110
M-124-24B Gajumal Mulchand # CGMU5244975 & SZLU9191282 - Orange.pdf, | 100 |  |  |  | ,99,1,98
M-124-24B Gajumal Mulchand # CGMU5244975 & SZLU9191282 - Orange.pdf, | 100 |  |  |  | ,99,1,98
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf, | 1. |  |  | 113 | ,133.155,18.265,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf,2. |  |  | 113 |  | ,133.860,18.97,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf, | 3. |  |  | 113 | ,133.590,18.7,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf,4. |  |  | 113 |  | ,133.825,18.935,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf, | 5. |  |  | 113 | ,133.645,18.755,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf,6. |  |  | 113 |  | ,133.505,18.615,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf, | 7. |  |  | 113 | ,133.190,18.3,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf,8. |  |  | 113 |  | ,133.295,18.405,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf, | 9. |  |  | 113 | ,133.790,18.9,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf,10. |  |  | 113 |  | ,133.190,18.3,114.890
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf, | Total 10 Boxes |  |  |  | ,205.045,186.145,18.900
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf, | 1. |  |  | 138 (Sunkist) | ,159.36,19.38,139.98
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,2. |  |  | 138 (Sunkist) |  | ,158.758,18.778,139.980
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf, | 3. |  |  | 138 (Sunkist) | ,158.874,18.894,139.980
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,4. |  |  | 138 (Sunkist) |  | ,158.69,18.71,139.98
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf, | 5. |  |  | 138 (Sunkist) | ,158.886,18.906,139.980
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,6. |  |  | 138 (Sunkist) |  | ,158.62,18.64,139.98
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf, | 7. |  |  | 113 (Sunkist) | ,133.938,18.958,114.980
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,8. |  |  | 113 (Sunkist) |  | ,133.804,18.824,114.980
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf, | 9. |  |  | 113 (Cara Cara) | ,133.85,18.79,115.06
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,10. |  |  | 113 (Cara Cara) |  | ,134.096,19.036,115.060
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf, | 11. |  |  | 113 (Cara Cara) | ,134.05,18.99,115.06
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,Total 11 Boxes |  |  |  |  | ,229.926,207.906,22.020
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf, | 1. |  |  | 113 (Cara Cara) | ,133.294,18.382,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf,2. |  |  | 113 (Cara Cara) |  | ,133.702,18.79,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf, | 3. |  |  | 113 (Cara Cara) | ,133.168,18.256,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf,4. |  |  | 113 (Cara Cara) |  | ,134.364,19.452,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf, | 5. |  |  | 113 (Cara Cara) | ,133.810,18.898,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf,6. |  |  | 113 (Cara Cara) |  | ,133.474,18.562,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf, | 7. |  |  | 113 (Cara Cara) | ,134.214,19.302,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf,8. |  |  | 113 (Cara Cara) |  | ,133.644,18.732,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf, | 9. |  |  | 113 (Cara Cara) | ,132.440,17.528,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf,10. |  |  | 113 (Cara Cara) |  | ,133.330,18.418,114.912
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf, | Total 10 Boxes |  |  |  | ,205.44,186.32,19.12
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,1 |  |  | 138 |  | ,158.565,18.595,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf, | 2 |  |  | 138 | ,158.960,18.99,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,3 |  |  | 138 |  | ,159.815,19.845,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf, | 4 |  |  | 138 | ,159.055,19.085,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,5 |  |  | 138 |  | ,159.200,19.23,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf, | 6 |  |  | 138 | ,158.715,18.745,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,7 |  |  | 138 |  | ,158.595,18.625,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf, | 8 |  |  | 138 | ,158.795,18.825,139.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,9 |  |  | 113 |  | ,133.530,18.56,114.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf, | 10 |  |  | 113 | ,134.010,19.04,114.970
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,Total 10 Boxes |  |  |  |  | ,209.24,189.54,19.70
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | 1. |  |  | 138 | ,158.67,18.63,140.04
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,2. |  |  | 138 |  | ,158.835,18.795,140.040
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | 3. |  |  | 138 | ,158.805,18.765,140.040
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,4. |  |  | 138 |  | ,158.695,18.655,140.040
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | 5. |  |  | 138 | ,158.535,18.495,140.040
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,6. |  |  | 138 |  | ,158.80,18.76,140.04
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | 7. |  |  | 113 | ,134.06,19.02,115.04
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,8.. |  |  | 113 |  | ,21.135,19.095,2.040
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | 9. |  |  | 113 | ,134.035,18.995,115.040
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,10. |  |  | 113 |  | ,133.94,18.9,115.04
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | 11. |  |  | 56 | ,76.20,18.16,58.04
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,12. |  |  | 88 |  | ,107.59,17.55,90.04
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf, | Total 12 Boxes |  |  |  | ,248.30,223.82,24.48
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf, | 1. |  |  | 138 | ,158.535,18.555,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf,2. |  |  | 138 |  | ,158.430,18.450,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf, | 3. |  |  | 138 | ,158.940,18.960,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf,4. |  |  | 138 |  | ,158.350,18.370,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf, | 5. |  |  | 138 | ,158.560,18.580,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf,6. |  |  | 138 |  | ,158.425,18.445,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf, | 7. |  |  | 138 | ,158.410,18.430,139.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf,8. |  |  | 113 |  | ,134.030,19.050,114.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf, | 9. |  |  | 113 | ,133.760,18.780,114.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf,10. |  |  | 113 |  | ,133.985,19.005,114.980
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf, | Total 11 Boxes |  |  |  | ,206.425,186.625,19.800
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 1 |  |  | N0181 | ,325,72,253
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,2 |  |  | N0181 |  | ,325,72,253
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 3 |  |  | L7445 | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,4 |  |  | L7445 |  | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 5 |  |  | L7445 | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,6 |  |  | L7445 |  | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 7 |  |  | L7445 | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,8 |  |  | L7445 |  | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 9 |  |  | L7445 | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,10 |  |  | L7445 |  | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 11 |  |  | L7445 | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,12 |  |  | L7445 |  | ,7589,72,7517
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 1 |  |  | L7319 | ,7495,88,7407
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,2 |  |  | L7319 |  | ,7495,88,7407
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf, | 3 |  |  | L7445 | ,7621,88,7533
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,4 |  |  | L7445 |  | ,7621,88,7533
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 1 |  |  | L2709 | ,2853,72,2781
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,2 |  |  | L2931 |  | ,3075,72,3003
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 3 |  |  | L1248 | ,1392,72,1320
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,4 |  |  | L2709 |  | ,2853,72,2781
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 5 |  |  | L2709 | ,2853,72,2781
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,6 |  |  | L2931 |  | ,3075,72,3003
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 7 |  |  | L2709 | ,2853,72,2781
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,8 |  |  | L1248 |  | ,1392,72,1320
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 1 |  | L1248 |  | ,1424,88,1336
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,2 |  |  | L1248 |  | 88,1424,88,1336
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 3 |  | L1248 |  | ,1424,88,1336
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,4 |  |  | L2709 |  | 88,2885,88,2797
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 5 |  | L1248 |  | ,1424,88,1336
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,6 |  |  | L1248 |  | 88,1424,88,1336
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf, | 7 |  | L2709 |  | ,2885,88,2797
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,8 |  |  | L1248 |  | 88,1424,88,1336
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 1 |  |  | 15.71 | ,46.42,0.19,46.23
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 2 |  |  | 15.77 | ,46.54,0.13,46.41
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 3 |  |  | 15.85 | ,46.70,0.05,46.65
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 4 |  |  | 15.76 | ,46.52,0.14,46.38
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 5 |  |  | 15.55 | ,46.10,0.35,45.75
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 6 |  |  | 15.67 | ,46.34,0.23,46.11
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 7 |  |  | 15.59 | ,46.18,0.31,45.87
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 8 |  |  | 15.5 | ,46.0,0.4,45.6
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 9 |  |  | 15.61 | ,46.22,0.29,45.93
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 10 |  |  | 15.72 | ,46.44,0.18,46.26
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 11 |  |  | 15.73 | ,46.46,0.17,46.29
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 12 |  |  | 15.61 | ,46.22,0.29,45.93
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 13 |  |  | 15.76 | ,46.52,0.14,46.38
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 14 |  |  | 15.75 | ,46.50,0.15,46.35
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 15 |  |  | 15.48 | ,45.96,0.42,45.54
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 16 |  |  | 15.41 | ,45.82,0.49,45.33
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 17 |  |  | 15.74 | ,46.48,0.16,46.32
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | 18 |  |  | 15.54 | ,46.08,0.36,45.72
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf, | Total |  |  | 281.75 | ,551.75,4.45,547.30
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 1. |  |  | 72 | ,118.180,0.310,117.870
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,2. |  |  | 72 |  | ,118.070,0.365,117.705
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 3. |  |  | 72 | ,118.240,0.280,117.960
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,4. |  |  | 72 |  | ,118.100,0.350,117.750
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 5. |  |  | 72 | ,118.120,0.340,117.780
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,6. |  |  | 72 |  | ,118.080,0.360,117.720
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 7. |  |  | 80 | ,125.820,0.490,125.330
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,8. |  |  | 80 |  | ,126.490,0.155,126.335
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 9. |  |  | 80 | ,126.910,0.055,126.855
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,10. |  |  | 80 |  | ,126.400,0.200,126.200
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 11. |  |  | 80 | ,126.490,0.155,126.335
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,12. |  |  | 80 |  | ,126.600,0.100,126.500
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 13. |  |  | 80 | ,125.930,0.435,125.495
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,14. |  |  | 80 |  | ,126.350,0.225,126.125
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 15. |  |  | 88 | ,134.900,0.050,134.850
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,16. |  |  | 88 |  | ,134.890,0.045,134.845
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 17. |  |  | 88 | ,135.450,0.325,135.125
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,18. |  |  | 88 |  | ,135.110,0.155,134.955
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf, | 18 Boxes |  |  |  | ,836.130,3.135,832.995
M-53-24B Aayush Impex - Orange Container No. CGMU5576861.pdf,1. | 1. |  |  | 100 | ,606,500,106
M-53-24B Aayush Impex - Orange Container No. CGMU5576861.pdf,2. |  |  |  | 113 | ,683,565,118
M-53-24B Aayush Impex - Orange Container No. CGMU5576861.pdf, | 10 Boxes Percentage |  |  |  | ,99.25,0.75,98.50
M-54-24B Aayush Impex  - Orange Container No. AMCU9392142.pdf,1. | 1. |  |  | 88 | ,445,352,93
M-54-24B Aayush Impex  - Orange Container No. AMCU9392142.pdf,2. |  |  |  | 100 | ,504,400,104
M-54-24B Aayush Impex  - Orange Container No. AMCU9392142.pdf,3. |  |  |  | 113 | ,569,452,117
M-54-24B Aayush Impex  - Orange Container No. AMCU9392142.pdf, | 12 Boxes Percentage |  |  |  | ,98.42,1.58,96.84
M-62-24B Reliance Retail Ltd Orange Container No. CGMU5575654.pdf,TOTAL |  |  | 36.59 | 12.59 | 20.8,61.95,1.46,60.49
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 1. |  |  | 72 | ,88.180,14.380,73.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,2. |  |  | 72 |  | ,88.240,14.440,73.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 3. |  |  | 72 | ,88.440,14.640,73.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,4. |  |  | 72 |  | ,88.255,14.455,73.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 5. |  |  | 72 | ,87.880,14.080,73.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,6. |  |  | 80 |  | ,96.230,14.430,81.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 7. |  |  | 80 | ,96.085,14.285,81.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,8. |  |  | 80 |  | ,96.270,14.470,81.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 9. |  |  | 80 | ,96.220,14.420,81.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,10. |  |  | 80 |  | ,96.230,14.430,81.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 11. |  |  | 88 | ,104.455,14.655,89.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,12. |  |  | 88 |  | ,103.335,13.535,89.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | 13. |  |  | 88 | ,101.985,12.185,89.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,14. |  |  | 88 |  | ,103.865,14.065,89.800
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf, | Total 14 Boxes |  |  |  | ,223.670,198.470,25.200
M-79-2026 Reliance Retail Ltd (Green Egypt Co.) Orange Container No. MNBU9042567.pdf, |  | Orange Valencia Agreen 15 Telescopic | 72 | 640,87,640,553
M-90-2026 AG International (AL Karma Foods) Orange # SZLU5022685.pdf,100 (Fiesta) |  |  |  | 7 | ,97,3,94
M-90-2026 AG International (AL Karma Foods) Orange # SZLU5022685.pdf, |  |  | 4 |  | ,87,9,78
M-90-2026 AG International (AL Karma Foods) Orange # SZLU5022685.pdf,100 (Agro) |  |  |  | 7 | ,98,2,96
M-90-2026 AG International (AL Karma Foods) Orange # SZLU5022685.pdf, |  |  | 14 |  | ,85,1,84
