filename,report_number,type,family,commodity,client,container_count,photo_count,page_count,date,content_hash
M-70-2026 Gajumal Mulchand (Citrus Agro For Packing) Orange Container No. ARKU5000935.pdf,M-70-2026,SURVEY,SURVEY_REPORT,ORANGE,Gajumal Mulchand Fruits Pvt.Ltd,2,138,21,20 April 2026,3f365fbab5ae2f6e
M-79-2026 Reliance Retail Ltd (Green Egypt Co.) Orange Container No. MNBU9042567.pdf,M-79-2026,SURVEY,SURVEY_REPORT,ORANGE,Reliance Retail Ltd,1,170,25,15 June 2026,52c8714843cd605f
M-89-2026 RK & Co. (Agro City Import & Export) Orange # ARKU5020124.pdf,M-89-2026,SURVEY,SURVEY_REPORT,ORANGE,RK & Co. Azadpur,1,182,28,9 May 2026,a001ec74d7020470
M-90-2026 AG International (AL Karma Foods) Orange # SZLU5022685.pdf,M-90-2026,SURVEY,SURVEY_REPORT,ORANGE,AG International,1,220,32,11 May 2026,11ef8fa67313cdd4
M-95-2026 RK & Co. (AL Sadat Global for Import and Export) Orange # OSKU9850173.pdf,M-95-2026,SURVEY,SURVEY_REPORT,ORANGE,RK & Co. Azadpur,1,244,37,9 May 2026,463c49438bbb1552
M-98-2026 Sunmoon Int. (Gauda For Agricultural) Oranges 2 # HLBU9537485 & SEGU9450672.pdf,M-98-2026,SURVEY,SURVEY_REPORT,ORANGE,Sunmoon International,2,212,32,11 April 2026,5f3e57fc9c0cec83
MCAPL-009-24B HGS International - 3 Containers Oranges.pdf,MCAPL-009-24B,SURVEY,SURVEY_REPORT,ORANGE,J 467,3,289,16,18 June 2024,299986ac2ea24c6a
MCAPL-015-24B Reliance Retail Ltd - 1 Container (Oranges).pdf,MCAPL-015-24B,SURVEY,SURVEY_REPORT,ORANGE,5 TTC Industrial area,1,199,10,29 July 2024,ef681f022ecd2954
MCAPL-38-24B Reliance Retail Ltd - (AMCU9305889 - Mandarin & Orange).pdf,MCAPL-38-24B,SURVEY,SURVEY_REPORT,ORANGE,5 TTC Industrial area,1,205,18,12 September 2024,3191adb850487943
M-145-2026 JB Exports (CapeSpan South Africa) # Pear TTNU8823430.pdf,M-145-2026,SURVEY,SURVEY_REPORT,PEAR,J B Exports,1,126,22,14 July 2026,6bea748ad353b861
M-146-2026 JB Exports (CapeSpan South Africa) # Pear MNBU4365926.pdf,M-146-2026,SURVEY,SURVEY_REPORT,PEAR,J B Exports,1,182,31,20 June 2026,7f7c524bd063b968
M-150-2025 HGS International Pear Container No. ONEU9147811.pdf,M-150-2025,SURVEY,SURVEY_REPORT,PEAR,HGS International,1,48,14,13 September 2025,cee0079c77162729
M-154-2025 Gyan Fruit Pear Container No. MNBU4623553.pdf,M-154-2025,SURVEY,SURVEY_REPORT,PEAR,Gyan Fruit Company,1,51,11,27 September 2025,2448dcff425c9485
M-155-2025 NGK Trading Pear Container No. MNBU3482173.pdf,M-155-2025,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,51,13,23 September 2025,0ad031154095bbd7
M-16-2026 Reliance Retail (Core Fruit (Pty) Ltd) Pear Container No. MNBU4213543.pdf,M-16-2026,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,166,28,23 March 2026,86dd645216c4ab54
M-163-2025 Reliance Pear Container No. MNBU3911299.pdf,M-163-2025,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,39,13,22 September 2025,7c78f27068b6f8dd
M-166-2025 Gyan Fruit Pear Container No. SEKU9071267.pdf,M-166-2025,SURVEY,SURVEY_REPORT,PEAR,Gyan Fruit Company,1,29,12,1 October 2025,a602121a93070223
M-167-2025 NGK Trading Pear Container No. MNBU4107161.pdf,M-167-2025,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,28,11,2 October 2025,fac935d95c5fed8f
M-174-2025 Reliance Pear Container No. MNBU0513244.pdf,M-174-2025,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,41,12,7 October 2025,f4c589978d674bfd
M-176-2025 Aashima Impex Pear Container Nos. SEKU9069104 & TTNU8096938.pdf,M-176-2025,SURVEY,SURVEY_REPORT,PEAR,Aashima Impex Private Limited,2,195,21,6 October 2025,6dc542e45c83bfa3
M-178-2025 NGK Trading Pear Container No. MNBU4302743.pdf,M-178-2025,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,39,12,15 October 2025,eae334f59b730107
M-194-2025 NGK Trading Pear Container No. MNBU3582531.pdf,M-194-2025,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,34,13,26/10/2025,158cb54445d6f739
M-196-2025 Reliance Retails Ltd - Pear Container No. MNBU0305549.pdf,M-196-2025,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,54,13,5 November 2025,5aa83aaf0a26116d
M-203-2025 Gajumal Mulchand Pear Container No. EGSU5064133.pdf,M-203-2025,SURVEY,SURVEY_REPORT,PEAR,Oxford Fruit (OPC) Private Limited,1,29,12,10 December 2025,03e295ab414a6983
M-204-2025 Oxford Fruit Pear Container No. OERU4024102.pdf,M-204-2025,SURVEY,SURVEY_REPORT,PEAR,Oxford Fruit (OPC) Private Limited,1,31,11,10 December 2025,eb73c3ffdbde0801
M-217-2025 NGK Trading Pear Container No. OOLU6487193.pdf,M-217-2025,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,37,12,11 December 2025,6ee7300bd3b7ad8b
M-218-2025 Gajumal Mulchand Pear Container No. EGSU5063902.pdf,M-218-2025,SURVEY,SURVEY_REPORT,PEAR,Oxford Fruit (OPC) Private Limited,1,10,13,3 January 2026,5801ba7358e0e36a
M-261-2025 Fresh Fruit Alliances Pear Container Nos. FBIU5692208 & FBIU5720660.pdf,M-261-2025,SURVEY,SURVEY_REPORT,PEAR,Fresh Fruit Alliances Private Limited,2,2111,52,18 December 2025,6d606a5bcdee2591
M-33-2026 Archana Enterprises (Zest Fruit (PTY) Ltd) Pear Container No. TTNU8138735.pdf,M-33-2026,SURVEY,SURVEY_REPORT,PEAR,Archana Enterprises,1,160,27,12 March 2026,b72caec46aa49640
M-34-2025 Reliance Retails Pear - Container No. SEGU9654531.pdf,M-34-2025,SURVEY,SURVEY_REPORT,PEAR,5 TTC Industrial Area Reliance Corporate Park,1,34,10,26 April 2025,cfc72376bf230b76
M-41-2026 NGK Fruits (GF Marketing Pty.Ltd) Pear Container No. OTPU6259113.pdf,M-41-2026,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,140,24,5 April 2026,00bf01e0c4411bd2
M-42-2026 NGK Fruits (GF Marketing Pty.Ltd) Pear Container No. CAIU5672463.pdf,M-42-2026,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,134,24,5 April 2026,e8193969b8cb1b8e
M-46-2026 Fresh Fruit Alliances (Fruitways Marketing (Pty) Ltd) Pear Fruit Container No. ONEU9214226.pdf,M-46-2026,SURVEY,SURVEY_REPORT,PEAR,Fresh Fruit Alliances Private Limited,1,146,25,06 February 2026,e1bab4849362aa37
"M-57-24B Reliance Retail Ltd - (3 x Pear Container Nos. MNBU4179388, MNBU00470374 & MNBU0363289).pdf",M-57-24B,SURVEY,SURVEY_REPORT,PEAR,5 TTC Industrial Area Reliance Corporate Park,2,323,24,16/09/2024,0f6f5b057a686b19
M-59-24B NGK Trading - (Pear Container No. MNBU0563780.pdf,M-59-24B,SURVEY,SURVEY_REPORT,PEAR,A-340 New Subzi Mandi,1,33,11,10 November 2024,c5353f7b62adf5d2
M-60-24B NGK Trading - (Pear Container No. MNBU0381889.pdf,M-60-24B,SURVEY,SURVEY_REPORT,PEAR,A-340 New Subzi Mandi,1,21,10,10 November 2024,c1af6ca8df1efc28
M-61-24B NGK Trading - Pear Container No. MNBU3640432.pdf,M-61-24B,SURVEY,SURVEY_REPORT,PEAR,A-340 New Subzi Mandi,1,35,13,13 October 2024,ee94e909380de793
M-66-2025 Reliance Retail Ltd - Pear Container No. MNBU3921358.pdf,M-66-2025,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,35,12,17 June 2025,6076f44627e58247
M-75-2026 Reliance Retail Ltd (Capespan South Africa (PTY) Ltd) Pear Container No. FSCU5735569.pdf,M-75-2026,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,184,31,30 April 2026,b1ba9bca95a8bd69
M-80-2026 NGK Trading (TYT Export SA) Pear Container No. PCIU6143360.pdf,M-80-2026,SURVEY,SURVEY_REPORT,PEAR,NGK Trading Company Pvt.Ltd,1,190,34,20 April 2026,f56129a816657123
M-85-2025 Reliance Retail - Pear Container No. MNBU3542842.pdf,M-85-2025,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,30,13,22 July 2025,2534e7e97cf55382
M-90-2025 Reliance Retail - Pear Container No. MNBU3550072.pdf,M-90-2025,SURVEY,SURVEY_REPORT,PEAR,Reliance Retail Ltd,1,29,12,14 July 2025,ec5307c1a0397ae6
MCAPL-019-24B RB Impex (Apple & Pear)  Typos Revised.pdf,MCAPL-019-24B,SURVEY,SURVEY_REPORT,PEAR,B-153,1,142,17,06/09/2024,2aef1f1c42407c61
MCAPL-37-24B Reliance Retail Ltd - (MNBU3410050 - Pear).pdf,MCAPL-37-24B,SURVEY,SURVEY_REPORT,PEAR,5 TTC Industrial Area Reliance Corporate Park,1,35,12,25 September 2024,7dd5fbd0e4bc63d1
M-102-2025 Pawanai Ventures - Plum Container No. SEGU 9979141.doc,M-102-2025,SURVEY,SURVEY_REPORT,PLUM,Pawanai Ventures,1,0,2,20 August 2025,6cceb2cf2d0e8860
M-102-2025 Pawanai Ventures - Plum Container No. SEGU 9979141.pdf,M-102-2025,SURVEY,SURVEY_REPORT,PLUM,Pawanai Ventures Private Limited,1,0,16,18 July 2025,6f0c272a166961a8
M-102-2025 Pawanai Ventures - Plum Container No. SEGU9979141.pdf,M-102-2025,SURVEY,SURVEY_REPORT,PLUM,Pawanai Ventures Private Limited,1,0,16,18 July 2025,8ee9fb66f11d693e
M-104-24B Parivid Impex International - Fresh Plums Container No. TEMU9834550.pdf,M-104-24B,SURVEY,SURVEY_REPORT,PLUM,Office no. 623,1,21,9,26 January 2025,4bf77786419dd20e
M-112-2025 Gajumal Mulchand Plum Container No. OOLU6501305 - (Bangalore).pdf,M-112-2025,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt Ltd,1,1,11,7 July 2025,f3403fac7462d1f4
M-115-2026 Gajumal Mulchand (Fruitceo) Plums # OTPU6901500 & SEGU9749405 Bangalore.pdf,M-115-2026,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt Ltd,3,334,56,26 June 2026,40086123fb240ac2
M-117-2026 Gajumal Mulchand (Qinglan Fruits) Plums # EMCU5982546.pdf,M-117-2026,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt Ltd,1,124,22,1 July 2026,f019e83a41a202a3
M-136-2026 Gajumal Mulchand (Qinglan Fruits) # Plum SZLU9756645 - Tamil Nadu.pdf,M-136-2026,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt Ltd,1,120,22,6 July 2026,5690ea0258572735
M-138-2026 SSB Overseas (Qinglan Fruits) # Plum EMCU5986270.pdf,M-138-2026,SURVEY,SURVEY_REPORT,PLUM,SSB Overseas LLP,1,182,30,14 July 2026,602a32acfae31229
M-139-2026 SSB Overseas - (Qinglan Fruits) # Plum EMCU5558630.pdf,M-139-2026,SURVEY,SURVEY_REPORT,PLUM,SSB Overseas LLP,1,178,29,14 July 2026,2d9292ab599121bf
M-140-2026 SSB Overseas - (Qinglan Fruits) # Plum EMCU5985530.pdf,M-140-2026,SURVEY,SURVEY_REPORT,PLUM,SSB Overseas LLP,1,162,27,15 July 2026,79ccb52a469f556d
M-141-2026 Gajumal Mulchand (Qinglan Fruits) # Plum EMCU5656581.pdf,M-141-2026,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt. Ltd,1,158,26,6 July 2026,be6d6b33dd7d3195
M-143-2026 Gajumal Mulchand (Qinglan Fruits) # Plum FSCU5968072 - Tamil Nadu.pdf,M-143-2026,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt Ltd,1,120,21,1 July 2026,08067dec76a1bfb9
M-144-2026 Gajumal Mulchand (Qinglan Fruits) # Plum TSTU8523120 & TSTU8535326 - Tamil Nadu.pdf,M-144-2026,SURVEY,SURVEY_REPORT,PLUM,Gajumal Mulchand Fruits Pvt Ltd,2,216,36,7 June 2026,2a1caefbe5c4f34f
M-184-2025 Yunnan Lantuo Plum Container No. FBIU5605857.pdf,M-184-2025,SURVEY,SURVEY_REPORT,PLUM,AG International,1,0,15,8 July 2025,04c1329c39d27913
M-205-2025 Anusaya Fresh Plum Container No. ONEU9274415.pdf,M-205-2025,SURVEY,SURVEY_REPORT,PLUM,Anusaya Fresh India Pvt. Ltd,1,1,11,3 November 2025,f8447e86c0c24315
M-21-2026 NGK Trading (Freshness First (Pty) Ltd Plum Container No. MNBU3926278.pdf,M-21-2026,SURVEY,SURVEY_REPORT,PLUM,A-340,1,248,40,30 March 2026,7725473b187f533b
M-214-2025 Fresh Fruit Alliances Plum Cointainer No. ONEU9426755.pdf,M-214-2025,SURVEY,SURVEY_REPORT,PLUM,Fresh Fruit Alliances Private Limited,1,1,13,21 November 2025,fd2c28b3f33a27c9
M-243-2025 Fresh Fruit Alliances Plum Cointainer No. CGMU5387446.pdf,M-243-2025,SURVEY,SURVEY_REPORT,PLUM,Fresh Fruit Alliances Private Limited,1,132,25,19 January 2026,8f2437119259dff8
M-32-2026 NGK Trading (Exportadora Del Sur S.A) Plum Container No. YMLU5489665.pdf,M-32-2026,SURVEY,SURVEY_REPORT,PLUM,A-340,1,148,26,27 February 2026,666911c4d5978eac
M-80-24B NGK Trading - Plum Container No. SUDU8178301.pdf,M-80-24B,SURVEY,SURVEY_REPORT,PLUM,NGK Trading Company Pvt.Ltd,1,27,10,9 January 2025,225f17ca6fc75e66
M-85-24B NGK Trading - Plum Container No. MNBU9176587.pdf,M-85-24B,SURVEY,SURVEY_REPORT,PLUM,NGK Trading Company Pvt.Ltd,1,35,10,9 January 2025,07cb2417bbab4695
M-92-24B NGK Trading - Plum Container No. MNBU3907180.pdf,M-92-24B,SURVEY,SURVEY_REPORT,PLUM,NGK Trading Company Pvt.Ltd,1,26,10,11 February 2025,308698ca47b70ebb
MCAPL-31-24B Gajumal Mulchand - (TEMU9322699 - Plum).pdf,MCAPL-31-24B,SURVEY,SURVEY_REPORT,PLUM,24 New Fruit Market,2,167,14,9 September 2024,16908ce9cc7762b2
